"","x","y","class"
"113",4.14267973931264,2.14167026048282,1
"114",2.16021435351742,1.93587759064054,1
"115",4.95552937598692,6.3536133559921,1
"116",7.756773184409,4.72705995139165,1
"117",6.05984320276145,2.91554273627332,1
"118",3.01001017341902,3.72222129581241,1
"119",6.36499445294356,-0.463345465656411,1
"120",3.34780627723628,4.64799855836438,1
"121",9.35663208132263,2.01937294492518,1
"122",8.78108865790497,4.84957746689342,1
"123",8.78303498695293,1.49276013160448,1
"124",4.25119351721853,0.245254443878669,1
"125",7.06625612305663,6.6432660093452,1
"126",6.30667562484826,5.38879294795128,1
"127",7.11356182840373,1.20954215430747,1
"128",3.58614380479162,6.02985018813735,1
"129",3.04903462194655,3.47695042674583,1
"130",8.59511083395903,4.19293449607098,1
"131",5.12763812518829,4.17737342347779,1
"132",4.64320320289462,5.20308566766105,1
"133",2.67167447894415,2.30136365073465,1
"134",9.1897759167862,2.98586666009203,1
"135",7.57498554339698,6.08166251939356,1
"136",5.42064926545147,1.15799205553201,1
"137",3.03813407949252,0.315271284112875,1
"138",8.39161362193691,5.48726596589642,1
"139",6.39757876948278,2.01151429140676,1
"140",3.50471576433813,0.0628432822794771,1
"141",2.81139973058697,5.40777975519488,1
"142",3.94821141047648,3.07706864525509,1
"143",2.48899718682676,1.88553653647796,1
"144",5.04661964800693,1.53753102385883,1
"145",3.39741169232058,0.171989502412765,1
"146",8.56896863587654,3.62433380476663,1
"147",7.64576700290852,0.23013788334999,1
"148",4.35989896100562,2.74962449540313,1
"149",3.56168101035109,2.96226925536397,1
"150",4.02757216839632,0.14070771467745,1
"151",5.46236498064509,4.99819294251184,1
"152",2.66254063621822,2.87316459472064,1
"153",3.43490392531944,5.3339383991243,1
"154",4.59153253629751,6.04297503802793,1
"155",4.6408835942727,0.55792226967079,1
"156",5.67881397039957,1.65313392612622,1
"157",5.21847933585596,5.27395614949496,1
"158",2.49690761059137,2.30119285776454,1
"159",5.15462292957629,0.218853678798065,1
"160",5.27839513224273,2.63494355420694,1
"161",3.66980382303752,0.639206262873124,1
"162",5.1753880341674,6.81110213924956,1
"163",7.72177899863609,3.20090620896592,1
"164",4.63061069559613,0.0878008653568916,1
"165",3.7773694988603,3.34134765550005,1
"166",7.5382845349902,6.63045397805357,1
"167",9.08002219637913,2.05871642116384,1
"168",6.87981614542844,3.68635624307334,1
"169",9.95237135898951,3.55949048571512,1
"170",3.15995247308116,2.80947344300715,1
"171",3.82245599646529,5.3712718430779,1
"172",8.23462649259658,4.30633611120012,1
"173",4.32042074831464,6.17168892240206,1
"174",4.02043178231398,1.67829199764866,1
"175",4.76629642448408,1.87484040331563,1
"176",5.48768193464059,4.19505575919106,1
"177",5.62331584237922,2.54089787990902,1
"178",7.92897359761361,2.10780554484641,1
"179",4.06063108856805,5.4092424422171,1
"180",6.24286853844784,3.14837457084294,1
"181",6.96477789740597,-0.789910320841683,1
"182",2.95117966093612,3.19420998482157,1
"183",2.56690437330894,4.09748666391837,1
"184",6.69403302311482,0.523301468837973,1
"185",9.40734434899793,1.816402619013,1
"186",2.85573867214567,5.19374372181921,1
"187",2.23950465331694,3.96352477382378,1
"188",6.77215450571833,3.0452994211233,1
"189",9.20205071300597,1.92243163914816,1
"190",5.09382487591756,5.07444543192742,1
"191",6.13464684489757,5.37026624855889,1
"192",5.14016848238972,2.08449150357269,1
"193",2.62375406049103,3.02436314141218,1
"194",7.66587819159911,1.84221906321925,1
"195",4.25018184278939,3.09204447683402,1
"196",2.98430326550006,2.79781549941321,1
"197",9.81094096536254,2.33136063141895,1
"198",6.13708018419763,3.92073849782049,1
"199",2.62951331433145,5.01801269441583,1
"200",4.34733223185243,1.10888929993245,1
"201",5.76031451017262,4.46137829231615,1
"202",5.54160355674072,1.42323142140286,1
"203",8.31852017743574,1.93860344869605,1
"204",4.3370751499546,4.310910494323,1
"205",7.6570940101755,-0.539782582489642,1
"206",8.08899262201233,1.61260888372759,1
"207",3.53336933401996,2.96787698532953,1
"208",2.31915591685273,3.78406869228946,1
"209",4.43684538426715,2.05205537186939,1
"210",4.49700879197482,2.03230110063821,1
"211",6.75906738916711,6.46904460365301,1
"212",9.33710675581504,0.844820270522034,1
"213",3.95408854459838,5.58491841879521,1
"214",3.78227921136711,2.05477665176372,1
"215",3.07457105496208,5.72461897849745,1
"216",3.43105596429491,2.89044152810114,1
"217",4.09709451670418,5.88450567897282,1
"218",4.23609628946653,2.80604336704442,1
"219",9.67152659240669,3.3010675591573,1
"220",9.45855455343649,1.47915846204155,1
"221",8.91020028363562,2.65587886230975,1
"222",8.20179073362816,2.4787603081422,1
"223",3.80733560846076,2.26143281241963,1
"224",9.51697326454635,1.24015778302385,1
"225",4.62551855057582,6.10658218355355,1
"226",7.59066847945248,4.79274627768857,1
"227",6.80148412836629,6.91105072685907,1
"228",5.95263512810945,2.19770120696313,1
"229",7.3016712402975,1.45393799221344,1
"230",8.74857355060555,0.712136143449096,1
"231",3.17998701130307,0.938539195065273,1
"232",2.54501868552769,3.13591199023252,1
"233",6.69243377399576,3.15362078860744,1
"234",8.62884018414436,0.292008143482096,1
"235",6.34581045497512,2.66615204931602,1
"236",8.0385985800015,5.4182220946315,1
"237",8.64153771060398,3.2582505926727,1
"238",4.76374322726218,5.79163159638773,1
"239",5.48745563528251,1.93208739916273,1
"240",6.64707714707257,3.23681869926228,1
"241",4.58616423824685,3.72508650603277,1
"242",3.91958380132803,1.50184381876979,1
"243",2.55912990613605,2.95555531509962,1
"244",3.27987231948153,1.24858264047899,1
"245",6.30117851610744,6.17939113166367,1
"246",8.40217895727613,4.15945839311147,1
"247",8.21244736758719,0.0232897775020309,1
"248",9.29315966279674,2.59200450277462,1
"249",3.59272979774172,2.91448251515558,1
"250",4.42194354495723,2.66186262565326,1
"251",3.66731133745814,-0.080228217971138,1
"252",6.26279448981188,3.1113605611207,1
"253",4.32604872792733,4.32149687465532,1
"254",7.21405861288806,6.34400446244678,1
"255",6.83653723897997,6.5775456284911,1
"256",6.96171171397597,5.02743039894962,1
"257",5.3083404286119,2.1941069315033,1
"258",3.36668647197867,1.82183261527643,1
"259",5.69804609791496,6.2201891363997,1
"260",8.59225793990303,0.247806121680023,1
"261",6.69959476876912,1.51415008747079,1
"262",9.31973517502754,3.34448173134559,1
"263",7.46998239401542,3.24414533561861,1
"264",7.18691457491338,-0.608363999766811,1
"265",4.87347021587818,-0.723522145017182,1
"266",8.39555897787493,5.71939863969039,1
"267",5.7705940678693,-0.805439941823032,1
"268",9.12493523949557,2.90118513061605,1
"269",7.31765338265411,5.92221817268786,1
"270",4.54672838070323,2.99389898243963,1
"271",4.79628760443543,6.28215051781297,1
"272",4.82256539797792,-0.539715199820062,1
"273",7.31991906529219,5.62589034021008,1
"274",8.63174987393017,2.97949386449533,1
"275",7.35729529343278,-0.283335895932149,1
"276",7.11130079027109,5.28343010435496,1
"277",8.57085634912263,5.8246620916523,1
"278",7.37638163383809,2.23364605625698,1
"279",9.08560005771416,5.13397790175213,1
"280",7.37205669059059,4.59066921320945,1
"281",4.37108546626059,-0.556124867509447,1
"282",6.79272070604222,0.977322673010907,1
"283",3.07681039629185,1.06782874478915,1
"284",8.38695191653247,4.26429028262426,1
"285",6.16985567071784,4.17881700824385,1
"286",8.23013635093289,4.13709704530358,1
"287",6.62903553607991,1.74118594433861,1
"288",6.71721661193078,1.52039070120814,1
"289",8.17533007474427,4.2515941516909,1
"290",7.85381535375084,1.76621117244206,1
"291",7.29979111401419,5.42259567245663,1
"292",6.90317714606873,6.135423197325,1
"293",5.40310131550257,0.859222639841387,1
"294",2.33807586976628,3.17787775083375,1
"295",8.02095721390342,6.31151644725431,1
"296",5.64593870774614,2.68634608910856,1
"297",7.86818709714265,-0.436732480472973,1
"298",5.56299907737321,2.28425892895673,1
"299",3.75885566718328,4.54429164305237,1
"300",7.92745029888595,2.74363638534337,1
"301",7.42026537279885,-0.700324814380429,1
"302",6.15936319052568,5.90921561602031,1
"303",4.17221900413632,-0.284608607549821,1
"304",6.75436801637414,4.80957051187635,1
"305",7.79773140788998,2.01366048104377,1
"306",8.9932149887269,2.60291464904572,1
"307",7.19557071728882,5.4137732018037,1
"308",6.55637625036197,2.11617544418355,1
"309",2.74037862884265,2.80571300317634,1
"310",6.81564578700408,5.73390403721184,1
"311",3.7215966799674,1.52343452661615,1
"312",5.95860964654875,1.59606963517228,1
"313",2.9111808715998,2.98601495178227,1
"314",5.7479234238823,0.502641166229726,1
"315",6.87589781121389,0.92541629686648,1
"316",4.58872131666731,4.5113736458782,1
"317",5.15781360814742,2.21272486215704,1
"318",3.21384052517308,3.95481860873954,1
"319",7.21691680615828,2.446085893733,1
"320",2.873250765954,0.761476901651243,1
"321",6.2975484926918,-0.45164087022372,1
"322",4.37117796959362,4.17713175312627,1
"323",3.9875078306778,4.20914263492392,1
"324",4.44984347993776,0.514459602524749,1
"325",9.34844402476574,1.83721306732855,1
"326",8.52402588323221,5.37908350425105,1
"327",6.52709813453019,3.00416830170446,1
"328",4.23995901517974,0.377814172087757,1
"329",7.11745970623177,6.28333751651804,1
"330",4.49275208582403,2.45093995505633,1
"331",7.0138298263332,-0.202062876442635,1
"332",7.48544014658451,6.36375940529625,1
"333",8.12487619455976,4.1014077100318,1
"334",6.01987034992537,1.98228136342393,1
"335",4.49679197384792,4.90427666469052,1
"336",4.33306283637974,5.08850071483924,1
"337",4.76247184496536,6.12608750535121,1
"338",2.49798003179236,3.39903053516503,1
"339",8.4370170547137,1.31950270506667,1
"340",5.20595755372218,6.63056633008537,1
"341",5.77423750959482,5.37460776453984,1
"342",5.26285381104177,1.23152613743867,1
"343",8.61061403243485,4.12034221962989,1
"344",4.20291907933647,4.66895063212142,1
"345",3.9854053390782,2.89437897281631,1
"346",8.57862256743237,0.679760109342037,1
"347",6.65879822620725,1.62586929501238,1
"348",9.57989629461718,3.60174271939331,1
"349",9.75446969448914,2.82444140310734,1
"350",3.40282402177995,1.05826878060342,1
"351",4.50650061180394,5.27514722422206,1
"352",8.69188139014034,3.20237083361537,1
"353",3.19562597945343,0.978533003011342,1
"354",7.73598656116195,5.40146391558087,1
"355",5.50216380042806,6.37199564265887,1
"356",6.98828638159199,4.04388851491395,1
"357",6.77343099881125,5.16918272314841,1
"358",5.38615989804407,3.8930867272795,1
"359",2.23255172344027,4.33131963802579,1
"360",6.87808177135544,5.17835411104819,1
"361",6.61594314698181,0.879178770033276,1
"362",9.37804546656319,4.1012279396446,1
"363",5.30520577157408,-0.0980640412264826,1
"364",3.12727973489245,4.79700218023349,1
"365",4.30930734686293,6.07274116455993,1
"366",5.99842146171053,-0.383180229536579,1
"367",4.57660734192472,0.828605926559064,1
"368",5.41564099558445,0.992188792130456,1
"369",3.9803090132504,2.00319067439228,1
"370",3.15896687897761,0.934737602926585,1
"371",7.45178820728231,1.10354168652658,1
"372",8.68341145552372,4.30385470332941,1
"373",8.52411592244232,0.82170142565248,1
"374",9.12307193296078,5.1300748083228,1
"375",2.53495144235452,4.2822393236205,1
"376",3.91187648568975,1.98890636650023,1
"377",8.08326315496051,4.38972765894287,1
"378",9.64166224410475,3.46265096321268,1
"379",4.60955545231075,0.172238713147985,1
"380",8.78520856612078,5.7241964722353,1
"381",2.20778310487019,2.41063666116343,1
"382",6.18732994225186,5.69277019436231,1
"383",7.8772651581828,2.45927933303277,1
"384",7.73413991657154,3.34568086204627,1
"385",5.97856175416912,3.2088028885174,1
"386",4.20035684374085,1.6809549369498,1
"387",7.5402849769961,3.19221118575622,1
"388",4.58194368815316,1.22836893506017,1
"389",3.67908645012727,5.48891848515055,1
"390",8.83831964114965,3.92655460142721,1
"391",5.3074898819758,3.07674485971175,1
"392",5.94274617723211,4.66391549465206,1
"393",7.06035864174577,1.54244660992055,1
"394",2.42416408322021,2.50358895929803,1
"395",8.4864129959403,2.59192520409618,1
"396",6.55042904378532,2.73179599307481,1
"397",9.31452619954432,1.85794858447396,1
"398",6.05795568534358,2.70503495268549,1
"399",7.60628827838623,3.22312473775904,1
"400",8.30917632460365,1.62084634576695,1
"401",4.07971127443757,1.97995381815604,1
"402",6.86337896921787,3.09552898198197,1
"403",3.28796095372646,1.43717246124057,1
"404",3.18128276805569,5.77026263970805,1
"405",6.86718405346707,0.483117906523272,1
"406",5.53664938897753,0.980166927933688,1
"407",4.83790117623116,0.509154156782881,1
"408",3.67072287186405,0.400955822184603,1
"409",3.0843544885658,4.20361715758043,1
"410",6.60339388337341,4.09012576747636,1
"411",5.75429334076807,1.11966644710709,1
"412",4.78046918609641,1.24737762508838,1
"413",4.77051811085477,5.46676022368409,1
"414",5.66636715981889,1.41954928299448,1
"415",3.98392709386257,-0.0922928014175919,1
"416",5.87244254661707,0.750185944606331,1
"417",5.77509764934962,0.803056135983816,1
"418",9.35640389155262,4.98563406878632,1
"419",3.05721354490335,3.63387757959089,1
"420",5.28771161139955,0.0616168195705127,1
"421",6.35546709901958,2.19694466941281,1
"422",4.80968850435323,-0.741234927331252,1
"423",5.16111466073692,4.50705244540699,1
"424",6.6597534957252,3.87231713633751,1
"425",5.49842423792734,3.32182755760419,1
"426",5.73399004521644,-0.545461381180341,1
"427",3.56915210335402,0.862608873478257,1
"428",3.63472069019919,2.90763473680241,1
"429",8.80278093335044,2.26338417018215,1
"430",3.62829724995979,5.66226546273518,1
"431",5.66229406922909,6.01626952328657,1
"432",5.12810187491089,6.47927843239106,1
"433",4.55031803012618,1.98382952448455,1
"434",2.3565953542976,3.04313322278869,1
"435",3.68592475086654,0.743122669050574,1
"436",6.96756334243087,5.15665205395441,1
"437",6.51785626531752,1.87259315806533,1
"438",6.38516853161031,1.0988199192319,1
"439",5.69757052676943,4.79302787895002,1
"440",7.03779527904428,2.73031540664401,1
"441",6.49128509220013,6.60265660953273,1
"442",8.00686673289039,0.387017264078521,1
"443",6.79190466106172,5.79767948001964,1
"444",8.46473906425693,1.73927905290535,1
"445",5.83236548957205,2.52113748708728,1
"446",2.46299382269121,3.59745452787209,1
"447",2.52158887298396,4.44740494270517,1
"448",5.29301429199598,0.339782185004417,1
"449",5.20364291107293,0.0965020234648479,1
"450",7.61552750867157,0.325478835536608,1
"451",8.13863875214016,2.27044995618309,1
"452",6.588067340922,4.32056232130141,1
"453",5.77979778517006,3.49595030983599,1
"454",3.99601512083894,2.41089786854103,1
"455",5.16828602275232,4.46764666494717,1
"456",7.02174714083075,5.76859188376098,1
"457",3.19877641509424,2.08514234156029,1
"458",7.90391124476828,0.627125487618069,1
"459",4.02585412839228,1.63061461717098,1
"460",3.3890698298236,0.476857631435707,1
"461",5.58417973169272,6.11574062579322,1
"462",8.04431758371799,2.10837056682982,1
"463",2.87843118620202,3.51183707733402,1
"464",6.66341783239778,3.42561429939083,1
"465",6.14678151784138,0.588663763853851,1
"466",7.96987055444939,1.68481904160081,1
"467",9.69158751245639,1.56706474058536,1
"468",3.23470330890648,5.32369146902023,1
"469",5.48230190359678,6.30970795597915,1
"470",3.32446062364652,3.98040486604566,1
"471",8.46971991328542,1.85206936325981,1
"472",9.6282301814372,2.24658812196623,1
"473",7.34391508382153,6.42000327754091,1
"474",9.75325783654637,1.72000170234034,1
"475",7.92426986872079,5.37839689690856,1
"476",3.87564178548868,0.189236423473618,1
"477",5.17328593782615,4.77928338883832,1
"478",6.36708651851711,3.71645694602985,1
"479",5.37744584343231,2.36325588648657,1
"480",6.50611449260671,6.17944238985404,1
"481",2.68107169398258,3.0016770892147,1
"482",4.83569996565466,5.37367361902496,1
"483",6.96166586720199,4.62780399233938,1
"484",6.17224970279783,6.37203847515534,1
"485",7.22516506803807,2.4164716990756,1
"486",5.97501326858077,3.66916455787928,1
"487",7.94555206627702,3.58339959607171,1
"488",3.97660088223206,0.141314974789779,1
"489",5.64572754919026,-0.100353512501835,1
"490",3.2049898604508,4.76174365473005,1
"491",2.41567795685084,1.86248329679683,1
"492",7.19295994755658,2.86894698015588,1
"493",6.15660101593993,2.44891960442474,1
"494",8.1208517156191,1.7352803687508,1
"495",8.19468063061412,2.93156940195462,1
"496",8.89540418331769,4.83791667655197,1
"497",5.50461823331406,2.96562140946623,1
"498",7.47549433706791,5.87922228663863,1
"499",8.38347459708503,5.81025057609941,1
"500",2.30230229540005,3.33277699551067,1
"501",-5.56930770922192,5.87009579108713,2
"502",-4.22600178673577,6.97409633042615,2
"503",-7.19455996572954,7.55052890006374,2
"504",-7.46976751360008,8.6034331140022,2
"505",-9.88887497810259,5.75150538063847,2
"506",-5.14368264622349,1.67461697273564,2
"507",-4.55378347611336,1.77848530550763,2
"508",-6.64731455281899,4.67042079793462,2
"509",-6.61291471104685,3.01082305651007,2
"510",-8.04467961113199,4.71994645882237,2
"511",-7.71863128117602,4.03792839636893,2
"512",-3.60547003787844,5.42150532522647,2
"513",-7.08781498331257,1.45807153783105,2
"514",-5.01441313564366,8.12986980270637,2
"515",-4.59523106603259,8.62720304681067,2
"516",-6.76173055407798,2.11027712672672,2
"517",-5.56721570556747,5.08680177194427,2
"518",-6.53031512062137,8.57568735052295,2
"519",-5.92045827546175,1.54625523921537,2
"520",-4.50696904232975,1.95428712449331,2
"521",-9.01846461883108,6.71719894439278,2
"522",-3.543272075519,3.46347716711473,2
"523",-5.14165301469445,2.99428030214421,2
"524",-3.82652896820251,7.29029927950382,2
"525",-2.81197661828238,3.47451835470924,2
"526",-5.47535559929377,1.27380423566892,2
"527",-8.45494430930374,7.1457609519299,2
"528",-6.58579528327017,1.45693201442008,2
"529",-4.50104678337564,7.8058892276983,2
"530",-6.65802196988466,4.4549418961982,2
"531",-5.69756978943612,3.6070447093774,2
"532",-7.01417217687049,3.96981088101537,2
"533",-9.17234012699593,3.20569715328831,2
"534",-6.25602259757227,6.56712038022572,2
"535",-3.75826513817624,2.63649048962644,2
"536",-5.11536088964746,4.13994285903323,2
"537",-2.66632976404709,3.51393799751782,2
"538",-7.18250238648209,6.63673425461563,2
"539",-9.40290366279294,5.196542068145,2
"540",-3.29991618358179,2.13444332457338,2
"541",-8.55237159188627,4.43372986090686,2
"542",-8.72501309985736,4.13776201023661,2
"543",-4.50217828665056,5.41645260735911,2
"544",-7.11428320548757,5.61240364026934,2
"545",-7.15996524226392,4.89367259349791,2
"546",-6.27133328222729,6.25632837181175,2
"547",-5.55321116489324,8.54007994747152,2
"548",-5.91574398866433,5.29112383533177,2
"549",-7.8397027684285,7.81444587585235,2
"550",-8.58965375763579,6.83477981421883,2
"551",-8.2001215662623,3.61540656096033,2
"552",-7.59106558839863,5.49262753321037,2
"553",-8.42460482551379,1.87168219079719,2
"554",-6.39275192217925,2.22516237606942,2
"555",-6.41476458918381,4.25814119900014,2
"556",-4.73475066536566,5.83458826770568,2
"557",-8.4549899746552,6.60402238584046,2
"558",-2.9492683921636,3.80816745504831,2
"559",-6.10098343585523,8.07158619726485,2
"560",-6.49860360987648,2.02706283046848,2
"561",-5.60309165803604,4.78482990298181,2
"562",-7.835150145095,1.98385486316773,2
"563",-9.12630527670111,5.05923907301468,2
"564",-2.96242718393562,3.19562114888526,2
"565",-4.77074176624683,2.93115299297487,2
"566",-4.99960907907613,4.57256544721721,2
"567",-9.33692960149533,5.40666991590888,2
"568",-7.83429354935924,1.85285608873318,2
"569",-3.28221881655355,7.24193558082219,2
"570",-5.83846010336275,1.23503932656273,2
"571",-5.15807630051382,5.25722925977288,2
"572",-9.24043581668819,7.22999243912625,2
"573",-3.48567513490112,6.7793470485852,2
"574",-3.03751636612797,5.88358746305063,2
"575",-5.80198524621651,8.72415569979237,2
"576",-3.30063083833913,5.74902232988198,2
"577",-3.05749810468631,6.11962022228254,2
"578",-8.2168670634109,6.65405945465517,2
"579",-3.83446119405808,3.71579685509643,2
"580",-3.84716974441564,7.09556272119175,2
"581",-7.93952930654764,7.63966955281288,2
"582",-7.19970158251865,4.36599463080151,2
"583",-2.4263124306931,4.31397243902054,2
"584",-4.28556153855073,1.7723706199545,2
"585",-3.81461242658516,5.50311125214406,2
"586",-9.91517860962058,4.27106610455755,2
"587",-4.91292357276546,5.10293222194033,2
"588",-4.53426074396027,1.30411741419481,2
"589",-7.98566276672575,3.23045593161466,2
"590",-6.30589919973719,3.27063446536716,2
"591",-4.61464501721246,4.07112705623084,2
"592",-2.29506189963755,5.51141242066096,2
"593",-5.1911059111544,6.48446177814884,2
"594",-3.27094625454277,7.45170834801671,2
"595",-7.22151959788555,4.40352750637754,2
"596",-5.84657251204901,5.77409507245798,2
"597",-7.27607231123593,2.55867771787562,2
"598",-6.60108701041517,6.61348107507521,2
"599",-2.10697216781216,5.58839415291322,2
"600",-6.58029144039653,1.75760560842294,2
"601",-7.80484108061711,2.44763160817869,2
"602",-5.89468360896159,6.75893433174558,2
"603",-3.56172862349115,6.78420990153416,2
"604",-5.19677487873759,3.93581238004562,2
"605",-9.85464304703723,4.33799107958934,2
"606",-4.47123242669502,6.50296657297583,2
"607",-5.21971378464693,7.6080660804963,2
"608",-8.04484441880751,6.93270908205076,2
"609",-4.43657467148363,4.90164632769598,2
"610",-3.88601088930969,1.62431547470807,2
"611",-3.8899345068913,6.69460028665154,2
"612",-5.35125055464857,3.24225638464121,2
"613",-6.13335133187211,8.95128411710121,2
"614",-7.0776842638993,1.88086945840242,2
"615",-8.39490235741524,3.78911351779882,2
"616",-6.68283835564193,1.22302648733015,2
"617",-4.12545327480809,6.42866866957965,2
"618",-7.02722312024117,3.20907994919871,2
"619",-6.38186861089078,5.82883969700045,2
"620",-6.39211027226117,2.24848883258886,2
"621",-5.68597771843434,5.65271000151928,2
"622",-3.65511422111841,4.30621981143663,2
"623",-6.23587585781599,8.74239667380491,2
"624",-6.88466828738885,2.95234068361004,2
"625",-2.62228909471163,5.6905085531221,2
"626",-4.17724151312271,3.02027281962772,2
"627",-6.02134288889781,3.9204960778365,2
"628",-4.63098917323785,5.951841033234,2
"629",-6.18827675245466,5.36014984907927,2
"630",-8.66366417816635,2.72784213052116,2
"631",-5.46879635419718,7.68746243842006,2
"632",-7.41661224256653,2.64143310199703,2
"633",-4.72005321534825,4.39401517997164,2
"634",-3.54175820920753,5.33334213950428,2
"635",-7.46847201659172,2.06350250469582,2
"636",-5.84091122965409,6.47042113526387,2
"637",-6.70462914727104,8.86357999160474,2
"638",-8.27598214924533,8.1187189140504,2
"639",-8.41463048564453,4.38754674117891,2
"640",-7.05729380791505,7.467392754632,2
"641",-4.61209292401597,2.17829957068399,2
"642",-4.11332503299649,2.12533302160162,2
"643",-7.09836782110944,1.41916851188938,2
"644",-6.26093628078165,3.3755474783885,2
"645",-6.59271430734779,7.53000014294953,2
"646",-3.51934666496861,3.05618691918075,2
"647",-8.96451788675515,7.25600938390033,2
"648",-2.50163876710083,6.69283126713182,2
"649",-5.16903781171077,3.76785188051869,2
"650",-5.25604896749216,5.92269789032502,2
"651",-4.35790218931278,6.15709155110706,2
"652",-6.29721059802211,7.24895189029537,2
"653",-8.78227185143788,3.18660091478603,2
"654",-6.85405832615747,3.85646536620413,2
"655",-8.48025962243192,5.45552205906531,2
"656",-9.56990395884313,6.4606759178149,2
"657",-5.35060286314693,3.02521428685113,2
